"numero","titre","chapitre","section","contenu"
"750","DES INFRACI'LONS RELATIVES AU TERRORISME","De l'organisation et de la contribution à la commission d'actes de","De la responsabilité des personnes morales","Toute personne ne pouvant justifier de ressources correspondant avec son train de vie qui entretient des relations avec une ou plusieurs personnes se livrant à une ou plusieurs des infractions relatives au terrorisme telles que prévues dans le présent code est punie d'une peine d'un (01) à cinq (05) ans d'emprisonnement et d'une amende de dix millions (10.000.000) à trente millions (30.000.000) de francs CFA."
"751","DES INFRACI'LONS RELATIVES AU TERRORISME","Des dispositions relatives à la compétence","","Toute personne morale, togolaise ou étrangère, commettant une infraction de financement du terrorisme ou contre la sécurité de la navigation aérienne, maritime ou des plates-formes fixes, est passible de dissolution si son siège social est situé en territoire togolais et d'une interdiction définitive d'exercice de sa succursale si son siège social est situé à l'étranger ainsi que d'une amende de cinq cent millions (500.000.000) à dix milliards (10.000.000.000) de francs CFA et de toute autre peine prévue par l'article 54 du présent code, sans préjudice des réparations civiles qui pourraient être prononcées à son encontre et de la responsabilité pénale des personnes physiques qui ont commis les infractions."
"752","DES INFRACI'LONS RELATIVES AU TERRORISME","Des dispositions relatives à la compétence","","Les juridictions togolaises sont compétentes pour connaître des infractions prévues au présent chapitre lorsqu'une infraction a été commise : 1) entout ou partie sur le territoire de l'Etat togolais ou que les dommages consécutifs à ces infractions ont été subis en tout ou partie sur le territoire togolais; 2) à bord ou à l'encontre d'un navire battant pavillon togolais, d'un aéronef immatriculé conformément à sa législation ou d'une plate-forme fixe se trouvant sur son plateau continental; 3) à bord ou à l'encontre d'un aéronef donné en location sans équipage à une personne qui a le siège principal de son exploitation ou, à défaut, sa résidence permanente sur le territoire de l'Etat togolais."
"753","DES INFRACI'LONS RELATIVES AU TERRORISME","Des dispositions relatives à la compétence","","Les juridictions togolaises sont également compétentes : 1) si l'infraction a été commise par un ressortissant de l'Etat togolais; 2) en cas d'une infraction impliquant des aéronefs, qu'il s'agisse de détournement d'aéronef, ou d'infraction contre la sécurité de l'aviation civile, si l'infraction a été commise à bord de l'aéronef et si ledit aéronef atterrit sur le territoire de l'Etat togolais avec l'auteur présumé de l'infraction se trouvant encore à bord; 3) dans le cas d'une infraction qualifiée prise d'otages, si l'infraction a été commise afin de contraindre l'Etat togolais à accomplir un acte quelconque ou à s'en abstenir; 4) ou dans le cas d'une infraction commise contre des personnes jouissant d'une protection internationale, si l'infraction a été commise en vertu des fonctions qu'elles exercent sur le territoire de l'Etat togolais."
"754","DES INFRACI'LONS RELATIVES AU TERRORISME","Des dispositions relatives à la compétence","","Aux fins d'application du présent chapitre, et sous réserve des deux articles précédents, un acte constitue une infraction quel que soit le lieu où il a été commis."
"755","DES INFRACI'LONS RELATIVES AU TERRORISME","Des dispositions relatives à la compétence","","Les juridictions togolaises ont la compétence pour juger les auteurs des infractions prévues au présent chapitre dans le cas où toute personne soupçonnée de l'une de ces infractions se trouve sur le territoire de l'Etat togolais et indépendamment de la nationalité de l'auteur présumé ou de son statut d'apatride. A cet effet, l'affaire doit être soumise à l'autorité judiciaire compétente pour qu'elle engage des poursuites pénales, sans retard excessif et sans aucune exception, que l'infraction ait été ou non commise sur son territoire, à moins qu'une décision n'ait été prise pour extrader cette personne."
"756","DES INFRACTIONS RELATIVES A LA PROTECTION DE","Des infractions relatives à la protection de l'environnement","","Sont passibles d'une amende de cent mille (100.000) à cinq cent mille (500.000) francs CFA ceux qui : 1) détiennent ou abandonnent des déchets en infraction aux dispositions législatives en vigueur, honnis celles relatives à l'importation de déchets toxiques nucléaires ou produits radioactifs; 2) effectuent des rejets en infraction aux régimes d'interdiction et d'autorisation préalable édictés par arrêtés par le ministre chargé de l'environnement."
"757","DES INFRACTIONS RELATIVES A LA PROTECTION DE","Des infractions relatives à la protection de l'environnement","","Sont passibles d'une amende de cent mille (100.000) à un million (1.000.000) de francs CFA ceux qui: 1) négligent de remettre les déchets qu'ils produisaient ou détenaient, dans les conditions prévues par les règlements en vigueur, aux services publics ou personnes morales agréées, chargés de leur élimination, en application des plans communaux ou préfectoraux d'élimination des déchets et aux prescriptions du ministre chargé de l'environnement relative à la remise de ces déchets tels que prévus par le code de l'environnement; 2) effectuent des rejets interdits ou effectué sans autorisation des rejets soumis à autorisation en application des dispositions du code de l'environnement ou contrevenu aux conditions de l'autorisation dont ils étaient titulaires; 3) effectuent des prises d'eau, mis en place sur le domaine public des aménagements, appareils ou installations, ou creusé un puits en vue d'effectuer des prises d'eau, sans l'autorisation prévue par le code de l'environnement ou hors des limites et conditions de celle-ci; 4) ouvrent, implantent, agrandissent, accroissent la capacité de production, modifié substantiellement les caractéristiques techniques d'une installation portée sur la nomenclature prévue à l'article 63 du code de l'environnement ou ont commencé des travaux à ces effets sans l'autorisation requise, ont méconnu les règlements applicables à leur installation ou les prescriptions de l'autorisation dont ils étaient titulaires ; 5) introduisent ou tentent d'introduire au Togo une espèce animale ou végétale nouvelle sans l'autorisation du ministre chargé de l'environnement prévue par le code de l'environnement."
"758","DES INFRACTIONS RELATIVES A LA PROTECTION DE","Des infractions relatives à la protection de l'environnement","","~~Sont passibles d'une amende de deux cent mille (200.000) à deux millions . (2.000.000) de francs CFA ceux qui: . 1) transmettent des renseignements et statistiques, qu'ils étaient légalement tenus de fournir, volontairement erronés ou incomplets ; 2) font obstacle ou tentent de faire obstacle aux contrôles légalement organisés en vertu des dispositions du code de l'environnement et de celles des règlements pris pour son application; 3) fabriquent, implantent, détiennent en vue de la vente ou de la mise à la disposition d'un utilisateur, transporté des produits, substances ou matériaux interdits en application d'une décision de suspension ou de retrait de l'autorisation de rejets par le ministre chargé de l'environnement et les autorités compétentes, effectué l'une de ces opérations sans autorisation lorsque celle-ci était légalement requise ou contrevenue aux dispositions de l'autorisation dont il étaient titulaires."
"759","DES INFRACTIONS RELATIVES A LA PROTECTION DE","Des infractions relatives à la protection de l'environnement","","Sont passibles d'une amende de cinq cent mille (500.000) à cinq millions (5.000.000) de francs CFA ceux qui méconnaissent les dispositions de l'article 52 du code de l'environnement et celles des autorisations qu'elles prévoient, ainsi que ceux qui se sont indûment appropriés les matières et matériels concernés."
"760","DES INFRACTIONS RELATIVES A LA PROTECTION DE","Des infractions relatives à la protection de l'environnement","","Sont passibles du maximum de la réclusion criminelle à temps et d'une amende de cinq millions (5.000.000) à cent millions (100.000.000) ceux qui importent, achètent, vendent, transportent, entreposent ou stockent des déchets toxiques et produits radioactifs dangereux pour l'environnement et provenant de l'étranger. Si l'infraction a été commise dans le cadre de l'activité d'une personne morale, cette personne morale et ses dirigeants sont pénalement responsables. La personne morale est punie des peines prévues par l'article 54 du présent code. Toutefois, toute personne physique préposée ou non de cette personne morale, qui, sans en être auteur ou complice, y a néanmoins concouru par négligence en raison des fonctions qu'elle assume dans la gestion, le contrôle ou la surveillance de cette activité, est punie d'une peine de cinq (05) à dix (10) ans de réclusion criminelle et d'une amende de cinq millions (5.000.000) à cent millions (100.000.000) de francs CFA."
